text,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
 ______ ____ _____   __ ____ _______ ____ _______ ______   __ _______ __   _ ______ _____ ____ __,1,0,1,0,0,0,0,0,0,0,0
____ _____ ______ ______ _ ______ ___ ____ _____ __,0,0,0,0,0,0,0,0,0,0,1
_____ ___ ______ _____ ________ ____ _____ _____ _____ ___ _ ______ ______ ______ ,0,0,0,0,0,0,0,0,1,0,0
" ______ _ ____ _ _____ ______ ___ ____ _____ ____ _____ ________",0,0,0,1,0,0,1,0,0,0,0
______ _______ _______ ______ ______ __ ___ ____ ______ _______ ____ ____ ____ ____ ____  (___) _,0,0,0,0,0,0,0,0,0,1,0
 ___ ____ = _____ ______  ___ ____ = __ ______ _______ ____ _____  ____ ____ ___ __ ____ ______ __ ____,1,1,1,0,0,0,0,0,0,0,0
 ____ _____ ______ __ ___ ___,0,0,0,0,0,0,1,0,0,0,0
_____ ________: ____ ________ __ __ __ _____ _______ ______.,0,0,0,0,0,0,0,0,1,0,0
______ __ ___ ____ _____ ______  ______ ______ ___ __ ______  ____ ____ ____ ______  ,0,0,1,0,0,0,0,0,0,0,0
 ____ ____ ___ ____ _____ ___ ___ ______ ___ __ ______ _______ ,0,0,0,0,0,0,1,0,0,0,0
_____ ____ ______ ____ _______ ______ 19 ____ _____ _____ _ _____ ___ ____ ____ ___ _____ ____ ____ _____ ____ _____ ____ _____ ______ 19,0,0,0,0,0,0,0,0,1,0,0
______: _____ _____ ___________: _____ 233 _____ _____ ______ ______ ______ ______ ________ ___ 5591,0,0,0,0,0,0,0,0,1,0,0
_______ ___________: ______ ___ _______ ______ ______ ___ 21.,0,0,0,0,0,0,0,0,1,0,0
____  (_____)   .    .  __ ___ ___ ..    ____ _____ _______ ____ ____ 7 _____ _____ __ _____ ______ ______ ___ _________ ___ 80 ____ .  .    .  ______,0,0,0,0,0,0,0,0,1,0,0
____ ________ ___ _____ ____ _____ _______ ____ _____ ___ ____ __ _______,0,0,0,0,0,0,1,0,0,0,0
___ _____ _______ _____ _______ _______ _____ _____ ___ __ ____ _____ _____ ____ ______ ______ __ ______ ____ ___ _____ ____ __ ________ (___)  smiling_face_with_open_mouth  (___) ,1,0,0,0,0,0,0,0,0,0,0
___ _____ ______  ___ _____ ______ ____ _______  _____ ____ ____ __ ______ _____ _______ __ ___ _______ ______ _______,1,0,0,0,0,0,0,0,0,0,0
 _____ _____ __ ______   _______ _______ _______,0,0,0,0,0,0,0,0,1,1,0
 | _____ ___ ______ _____ _____ ________ ____ _____ _____ ____ ___ _______ ________ ______ _____ ______ ______,0,0,0,0,0,0,0,0,1,0,0
____ ______ __ ____ ____ _______ __ _____ ___ ____ ______ ______ ______ _____ _____ ___ ______ ____ _________ ___ _____ ______ _____.,1,0,0,0,0,0,0,0,0,0,0
__ ____ ____ ____ 7 _____ _____ ___ _______ ____ __ ______ __ ______ ______ _______ 80 ____. ___ ____ ______ __ __ _____.,1,0,0,0,0,0,0,0,0,0,0
     ________ _________ __ __ ____ __ ___ _____ ______ ___ ______,0,0,0,0,0,0,1,1,0,0,0
____ _____ ________  __ _____ ___ ____ ____ ______ ____ ___ _______ ________ _,0,0,0,0,0,1,0,0,0,0,0
_______ ___ ______ _______ ______   _____      ,0,0,0,0,1,0,0,0,0,0,0
__ ____ _____ _____ ______ _______ _______ ___ ______ __ __ ____ __ _____ ____ ______ _______ ________ __ ____  ,1,0,0,0,0,0,0,0,0,0,0
_______ _____ ___ _____ ______    73660 _____ _____  4533 ____ ___  ______ ______ ____ ______ _______,0,0,0,0,0,0,0,0,1,0,0
____ ________ __________: ______ ___ ________ ______ _____ ___ 5591 ____.,0,0,0,0,0,0,0,0,1,0,0
____ _ ______ _____ ______ ___ ____ __ ___ ____ ___ _____,0,0,0,1,0,0,0,0,0,0,0
 __ _____ ______ __ __ ____ ______ __ __,0,0,0,0,0,0,0,0,0,1,0
_____ _______: ____ ____ ___ _______ ___ _____ ________ _______.    ,0,0,0,0,0,0,0,0,1,0,0
"________ _______ ______ __ _____ __ _____ ______\.. _____ ______ \""___ __ ______ ",0,0,0,0,1,0,0,0,0,0,0
 __ ____ ______: _____ ______ _______ _____ ___ ,0,0,0,0,0,0,0,0,1,1,0
__ __ ____ ____ __ ____   ______ ___ _____ ______ _____ __________.     ,1,0,0,0,0,0,0,0,0,0,0
____ ______ _____ ______ _______  ____ ____ ___ _________: ____ ____ _____ _____ ______ ________ __ ___,0,0,0,0,0,0,1,0,0,0,0
"__ ____ __ _____ ______ __ ____ ____ _____ _____ ____ ______ ___ _____ ",1,0,0,0,0,0,0,0,0,0,0
___ ___ _____ ___ ____ ____ ____ __ _____ __ ____ _____ ___ ___ ________ _______,0,0,0,0,0,0,1,0,0,0,0
____ _______ ______    _____ _____ : ____ 7 _____   __ ______ ______ _____ _____ 80 ____ _____ __ _____,1,0,0,0,0,0,0,0,0,0,0
_____ _ ______ ______ _______ ___ 2/3 __ _______ _______ ______ _________ ___ 1/3 __ _______ .,0,0,0,0,0,0,0,0,1,0,0
___ ______ ___ ____ ____ ____ ____ _____ _____,0,0,0,0,0,0,1,0,0,0,0
 ____ _____ ______    (___ ___) ___ _____ ______ _____ _!,0,0,0,0,0,0,0,0,0,0,1
_____ _____ ________ _____ _____ ______ __ ___ _____ _______ ___ _____ _____ _____ ___ _____ _____ ______ ____,1,0,0,0,0,0,0,0,0,0,0
_____ ____ ____ ______ __________ __ ______ ___ ______ ___ __ ____ ______ ___,0,0,0,0,0,0,1,0,0,0,0
_____ ____ ___     ___ ___ _____ ____ ___ _____  ____ _____ _______ ______    ___ ____ __ _____ ____ _______  ___ ______ _____ ______  _____!!_ cross_mark  cross_mark  cross_mark ,0,0,0,0,1,1,1,0,0,0,0
_____ ____ _______ ___ ___ _____ __ _______ ________ _______ ___ ________ _________ ____ _____ ______ _____ _______ ______ _____ ______ .,0,0,0,0,0,0,1,0,0,0,0
_____ _____ ________ _____ _____ ______ __ ___ _____(__ _______) _______ ___ _____ _____ _____ ___ _____ _____ ______ ____,0,0,0,0,0,0,0,0,1,0,0
 _____ ___ ______ _____ ___ ______ _____ __ _____ ____ _____ ___ _____,0,0,0,0,0,1,0,0,0,0,0
__ ________ .. ______ __ ______ ______ __ :  _________  ________  ______ _______     ,1,1,0,0,0,0,0,0,0,0,0
____ ______ _____:   .  ______ _______ __ ______ ___ ____ __     _ _____. ____ _____,0,0,0,0,0,0,0,0,1,0,0
_____ _______ / _______  ________ __ ____ _____ _________ __ ___ _____ ______ COVID-19 ___ __ ______ _______    ______________________,1,0,0,0,0,0,0,0,0,0,0
____ ______ ______ __ ______ ____ ______ ______,0,0,0,0,0,1,1,0,0,0,0
    _____  ____   ______ ___ ____  _ _______  ________ __  ______ ______ _____  (_____) ,0,0,0,0,0,0,0,0,0,1,0
  ___ ______ _____ __ ___ ____  ____ ____ ______  (___) _ (____ ____)  (___) _,1,0,1,0,0,0,0,0,0,0,0
___ ____ ____ ______ ____   __ ____ ____ ___ ____ _____      ,0,0,0,1,0,1,1,0,0,0,0
 — __ ______ ________.. ______ _____ __ _____ _____ _____ ____ ______ __ _________,0,0,0,0,0,0,0,0,1,0,0
_____ ____ _____ ____ ____ ______ ____ ___ ____  (___ ___)  (___ ___)  (___ ___)  ___ _____ ___ ____ __ ___ ____    ,0,0,0,0,0,0,0,0,0,1,0
"____________ _______ _________ ____ ___ ___ 24,742 ____ _____ _912 ____ ____ ______     ____ ____ _____ ________ ________ ___ ___",0,0,0,0,0,0,0,0,1,0,0
__ ____ _____ ______ __ ___ ____ .  __ __ ____ _____ ___ _______ ______  (___ ___)  (___ ___)  (___ ___)     _____ !     ,0,0,0,0,0,0,0,0,0,0,1
"_____ _____ _______ _ ___ ______ _____ _____ ______ _____ _______ _______ _____ ______ ____ ______ _____ ______ _____ __ _____ ________ ___.",0,0,0,0,0,1,1,0,0,0,0
| _____ ______ __ ________ _______ _____ 4 ____,0,0,0,0,0,0,0,0,1,0,0
___ __ _____ ___ ____ ________   ______ ___ _____ _____ ________  ____  rolling_on_the_floor_laughing ,0,0,0,0,0,0,0,0,0,0,1
 ___________ ______ ____ ... ____ ____ ____ __ ______ ______,0,0,0,0,0,0,0,0,0,0,1
" — ______ ____ ___ _____ ______ \____ _____\"" ____ _____ ______ ____ __ ______ ______""",0,0,0,0,0,0,0,0,1,0,0
____ _____ ..   _ _____ _ ___ ____ _____  (___) .,0,0,0,0,0,0,0,0,0,1,0
___ ____ ______ _____ _____ __ _______ _______ ________ _____ _____,0,0,0,0,0,1,1,0,0,0,0
______ ______ ______ ____ ____ ______ _______ ___ __ ____ _____ ___ _____ _______.   ,0,0,0,0,0,1,0,0,0,0,0
_____ __ __ __ 22 ___ _____ ______ _______ ___ ______ ___,1,0,0,0,0,0,0,0,0,0,0
______ : ____ 7 ______ ______ ______ ____ ___ _________ ___ 80 ____ @ _ _ _,0,0,0,0,0,0,0,0,1,0,0
_____ _____ _____ ______ ______ ____ _____         ,0,0,0,0,0,0,0,0,0,1,0
"________ ____ ______ ___ ________ ______ ______ ___ 5,591 ___ _____ _____ ______ _____ 97 _____ ______ ____ _______ 21.",0,0,0,0,0,0,0,0,1,0,0
_____ ___ ____ ____ _____ _______ _______ _____ ______ _____ ______ ______ ______,1,0,0,0,0,0,0,0,0,0,0
____ ____ ___ __ ____ __ ___ _____   ______ ____ !,0,0,0,0,0,0,0,0,0,1,0
__ ________ _________ ______ _____ ___ _______ _______ __ _____ ___ ____ ______.   ,0,0,0,0,0,1,0,0,0,0,0
_______ __ ______ ___ __ _____ ___ __ _______ ___ __ _____ ___ __ _____ what the hell ya a5waan,0,0,0,0,0,1,1,0,0,0,0
____ | ____ _____ _______: ____ 7 ______ ______ ______ ______ ___ _____ _______ ___ 80,0,0,0,0,0,0,0,0,1,0,0
__ ______ ______ __ ______   ,0,0,0,0,0,0,0,0,1,0,0
__ ____ __ _______ __ ____ ______ ____ ______ _______ ______ ____ __ ______ ... (_____)  light_skin_tone ,0,0,0,0,0,0,0,0,0,0,1
______ ___ ______  (_____)       ______  hot_beverage ,1,0,0,0,0,0,0,0,0,0,0
"______ ________ ____ __ _______ ______ _____ ______ _____ ______ (_____- 19)_ _____ ____ \___ ______\"" _______ ______ _____ _____.",0,0,0,0,0,0,0,0,1,0,0
____:     ________ ____ ________ _____ _______ _____ .     ,0,0,0,0,0,0,0,0,1,0,0
______ ___ ___ __ __ ______ ____  (___________)  (___________) ,0,0,0,0,0,1,1,1,0,0,0
___ _____ _____ ____. _____ ___ ___ ____ ____ ___ ____ __ ______.  (___) ,0,0,0,0,0,0,0,0,0,0,1
____ ______  __ ____ ____   _____ ______ ____ _______ ______ _____ _____,1,0,0,0,0,0,0,0,0,0,0
 ___ __ _____    ______ ___ __ __    _____ ___ ______ ___ ____ _____  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
__ ____    _____ _____ ______ ______ ____ ________ __ ____ ______,0,0,0,0,0,0,0,0,1,0,0
____ ________ ______ ____ ___ ___ ___ ___ 50 ____ _____ ______ __ 21 _____ _____ _______ ______ _____ ______ (_____- 19).,0,0,0,0,0,0,0,0,1,0,0
______ ______ __ ___ ___..   __ ____ ____ ___ __ ____ ____ (___) !!   ___________,1,0,0,0,0,0,0,0,0,0,0
_______ ____ 120 _____ _____ _______ ____ ____ _____ ______,0,0,0,0,0,0,0,0,1,0,0
______ ______ ___________ ___ ___ _______ ,0,0,0,1,0,1,1,0,0,0,0
____ ____ _____ _____ ____ ___ _____ ____ ( _____ ) _____ ______ __ _____ (_________)  (___ ___) .,0,0,0,0,0,0,0,0,0,0,1
__ ___ ___ ____ _____ ___ _______ _____ ______ ______ _      ,0,0,0,0,0,0,0,0,0,1,0
_____ _____ ___ ____ ___ ______ _______ ____ __ _____ ____ _____ ______ ___ ____.______ ___ ____ __ _____.  ,1,0,0,0,0,0,0,0,0,0,0
____ _____: __ ____ ____ ____ 7 _____ _____ ___ _______ ____ __ ______ __ ______ ______ _______ 80 ____.. ___ ____ ______ __ __ _____,0,0,0,0,0,0,0,0,1,0,0
________ ___ _____ ____ ____ ____ ___________ ___ ____ _____ _______ _______ ___ ______ ____ ____ ______,0,0,0,1,0,0,1,0,0,0,0
__  _____ ______  ______ ______    ____ ________ __ ___ _______ _________ ____ ____ ____ ______  ______ __ ____ ____ __ ______ !,1,0,0,0,0,0,0,0,0,0,0
____ ________ ___ ___ ____ ____ ____ _____ __ ______,0,0,0,0,1,0,1,0,0,0,0
_______ __ ______ ___ ____ _____ _____ ___ ________ (___ _____ ___)  ____ ____,0,0,0,0,0,0,0,0,0,0,1
____ ___ __ _______ ______ : __ ____ _____ (____ ______ ) syringe ,0,0,0,0,0,0,0,0,0,1,0
_____ 45 ____ __ _____ ______ _______ ____ ___ 24 ____ _______ __ _____,0,0,0,0,0,0,0,0,1,0,0
_____ ____ _____ ______ _____ _ _____ _,0,0,0,0,0,0,0,0,0,0,1
_____ ____ _____ ______ _____ _ _____ _,0,0,0,0,0,0,0,0,0,0,1
" ____ __ _____ ____ _____ _____ __ ____ \ ___ _____ ____ \"" _____ _____ ____""",0,0,0,0,0,0,0,0,0,0,1
"____ ___ _______ __ ___ _ __ ____ ___ ____ ______ _____ \ __ ____ _____ __ ___ ____ ___ __ ___\"".""",0,0,1,0,0,0,0,0,0,0,0
__ ____ _______ ___ ....____ _____ _____ _____ __ ______ ____ _____ ______ ,0,0,0,0,1,1,1,0,0,0,0
_____ ______ ____ ____ __ ___ _______ ___ ___ _____ __ ____ ____ _____ _______ _____ ___ ____ ___ _____,0,0,0,0,0,0,0,0,0,1,0
_____ _____ ________: _____ 34 _____ _____ ______ ______ ____ ___ ________ ___ 394 ____,0,0,0,0,0,0,0,0,1,0,0
____ | ______ ____ _______ _______ ______ ______ __ ______ _________,0,0,0,0,0,0,0,0,1,0,0
____ __ __ _____ _____ ______ _______ ________ ___ _____ ___ ___ _____,0,0,0,0,0,0,0,0,1,0,0
______ __ _____   ___ ____ ___ ______   ______ __,0,0,0,0,0,1,0,0,0,0,0
_____ _____ ________: _____ 34 _____ _____ ______ ____ ___ ________ ___ 394 ____,0,0,0,0,0,0,0,0,1,0,0
__ ______ ______ _______   __ _______ __ ___ ___ ____  _______ _________ ____ _______ ______,0,0,0,0,0,0,0,0,0,1,0
"_____ _____ __ ______ ____ _____ ____ ____ _  _____ ___ ___ ___ ____ ___ ____ ___  (___ ___)  (_________) ",0,0,0,0,0,0,0,0,0,0,1
____ _____ _____ ___ _ ______ _____ ______ _______ ____ ____ _____ ____ ___ __,0,0,0,0,0,0,1,0,0,0,0
____ ______ ____ _______ ___ ____ _______ .. ______ ___ ____ ________  (___)  (___) ,1,1,1,0,0,0,0,0,0,0,0
_____ ______ ___ ____ ______ ______ _____ ____ _______,0,0,0,1,0,0,1,0,0,0,0
___ _____ ___ ___ _____ ______ ____ ____,1,0,0,0,0,0,0,0,0,0,0
 _____ _______ _______ ______ ______ __ _________,0,0,0,0,0,0,0,0,1,0,0
   __ _____ ____ _____ __ ____ _____ _____ __ __ _____ _____ ______ ___ ____ _____ __ ____ ______ _______ ____ ______  handshake  bride_with_veil  light_skin_tone  (_____)  light_skin_tone _ male_sign _.,0,0,0,0,0,0,0,0,0,0,1
________ __ ____ _____ _________ __ ___ _____ ______ COVID-19 ___ __ ______ _______   ___ ____ ______  tulip,0,0,0,0,1,0,0,0,0,0,0
____ 120 _____ _____ _______ ____ ____ ______,0,0,0,0,0,0,0,0,1,0,0
____ ______ ____ ______ _____ _________ ______ ______ _______ ________,0,0,0,0,0,0,0,0,0,1,0
_____: ______ ________ ___ ______: ________ _________ ___ _______ __ ___ _____ ______ _____ ______ ______,0,0,0,0,0,0,0,0,1,0,0
"_____ _____ _________:  ______ ___ ________ ______ ______ __ \______\"" ___ 5",0,0,0,0,0,0,0,0,1,0,0
" (___________)   _____ _____ __ ___ ___  ______ ____ ____ ______ ____ ____ _____ _________!! ______ .. __ ____",0,0,0,0,1,0,1,0,0,0,0
"__ __ ___ ____ __________ _____ _______ _____ ______ _____ ______ _______.",0,0,0,0,0,0,0,0,0,1,0
______: ________ _________ ___ _______ __ ___ _____ ______ _____ ______ ______ ,0,0,0,0,0,0,0,0,1,0,0
| _____ _____ __ _____ 233 _____ _____ __ ______ ______ ________ ___ 5591,0,0,0,0,0,0,0,0,1,0,0
 ____ ______   __ _____ ______,0,0,0,0,0,1,0,0,0,0,0
______ ___ ______ _____ ____ __ _____ ______ _ ____ ___ _____ ____,0,0,0,1,1,0,1,0,0,0,0
_____ ____ ___ ____   _____ ___ ______ ____ _______ __ ______   ______ __ ______ ____ ____   ,0,0,0,0,0,1,0,1,0,0,0
__ ___ ___ ______ _____ _____ ___ ______ __ _____ __ _____ ______.,0,0,0,0,0,0,0,0,1,0,0
_____ _______ ___ ______ ___ ____ ____ ___ _____ ___ _____,0,0,0,0,0,0,0,0,0,0,1
________ ______ _____ __ ____: _____ _______ ___ ____ _______ ______ _____ __ ______ ________ _______ ______ _______ _______.,0,0,0,1,0,0,1,0,0,0,0
_____ _____ ________: ______ ___ _______ ____ _____ ______ ___ 10 _____,0,0,0,0,0,0,0,0,1,0,0
"_____ ______ ____ __ _____ _ __ ___ ____ ______ __ ___ _____ __ ___ _____ ______ ___ __ ____ __ ____ !!_ ____ ____  (___) ",0,0,0,0,0,0,0,0,0,1,0
____ _____ ________ ____ ____ __ _____ _________ ____ __ ______ _____,0,0,0,1,0,1,1,0,0,0,0
____ ________ ______: ___ _____ _____ ___ 50 ____ _____ __ 21 _____ ____ ______ _____ ______,0,0,0,0,0,0,0,0,1,0,0
______ ___ _______ ____ _____ ______ __ ____ ___ __ _____.,0,0,0,0,0,0,0,0,1,0,0
____ _____ __ ____ ____ ___ __________ _____ _____ ______ __ ____ ___ _______,0,0,0,0,0,1,1,1,0,0,0
_____: ______: ___ _____ ___ __________ _______ __ ________ _______ __ ___ ____ ______,0,0,0,0,0,0,0,0,1,0,0
______ ______ ____ ______ ___ ___ _______ ________  __ ___ ____ _____ ______ _____ ______ ___ ______ ________ ______ ______ ___ _____  (____ ____) ,1,0,0,0,0,0,0,0,0,0,0
___ _______ ___ _____ _____ ___ ___ _____ ___ ____ ____ ___ ___ (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
____ | ____ ________ ______: ___ _____ _____ ___ 50 ____ _____ __ 21 _____ ____ ______ _____ ______.,0,0,0,0,0,0,0,0,1,0,0
_____ __ ________ _______ _____ ____ __ ______,0,0,0,0,0,0,0,0,0,1,0
__ __ ___ _______ ____ _______ ____ __ ______ ,0,0,0,1,0,0,1,0,0,0,0
____ ___ _____ _____ ______ _____ _______ ___ ________. ,0,0,0,0,0,0,0,0,0,0,1
____ ______ _____..    -____ ____- _________ ______ __________ ________!     ,1,0,1,0,0,0,0,0,0,0,0
"______ ________ ____ __________ __ \_______ ______ ______\"" __ ______ ____ ____ _____ ______ (_____-19).",0,0,0,0,0,0,0,0,1,0,0
____ _____ ______ ___ _____ __ __ ________ ____ _____ ____ ________ ,1,0,1,0,0,0,0,0,0,0,0
____ ______ _______ ________ ___ ____ ____  ___ ______ __ ______ ____ __ _____ _____ _____25___ _____100____ _____5_____,0,0,0,0,0,0,0,0,0,0,1
______ ___ _______ ______ ______ __ ____ ___ 10 _____ @ _ _ _,0,0,0,0,0,0,0,0,1,0,0
__ __ ______ _______ _______ ____ __ ___ ____ ____ _________ ______!!!  ,0,0,0,0,0,0,1,0,0,0,0
_____ 34 _____ _____ __ ____ ___ ________ ___ 394 ____,0,0,0,0,0,0,0,0,1,0,0
_____ _______ ______ _____ ________ __ ______ ____ _____ _____ _____,1,0,0,0,0,0,0,0,0,0,0
______ ___ _____ _____ ______ ____ ____ _____ ___ ______ ___ ___ ______ ____ ________,0,0,0,0,0,0,0,0,0,0,1
______: ________ _________ ___ _______ __ ____ ________ __ ______ ,0,0,0,0,0,0,0,0,1,0,0
__ : _____ 18 _____ _____ ____ _____ ( ) .,0,0,0,0,0,0,0,0,1,0,0
__ __ ______ _______ __ ___ ____ ___ __ _____ ___ _______!,0,0,0,0,0,0,0,0,0,0,1
___ ____ ______ _____ ______ __ _____ ____ ___ _____ _______ _______ _____ _ ______ ___ ___ ______ _____ ______,0,0,0,0,0,0,0,0,0,1,0
___ _____ _____ _______ _____ __ _______ ___ ______ ____,0,0,0,0,0,0,0,0,0,0,1
" girl  light_skin_tone : ___ ____ ______ _____ ____ _______ ___ ______ ___ _______ _ ___ ___ ____ __ ____ ___ ___ .   _____ ___ ____ ________ ____ ________  (___) _.",1,0,0,0,0,0,0,0,0,0,0
___ __ ______ _____ ____ ____ ___ _ __ ____  (_________) ,0,0,0,0,0,1,0,0,0,0,0
_____ 149 ____ _5453 _____ _____ ____,0,0,0,0,0,0,0,0,1,0,0
 ____   _____ ___ ______ ______ _____ ____ ______ _ ____ ________.,0,0,0,0,1,0,0,0,0,0,0
 _____ ______ _________________________ _______ ____ ___ _____,0,0,0,0,0,0,0,0,0,0,1
 writing_hand ______ __ _____  (___)   ______ _____ ______ _____ _______ ________ ____ ______ ________ ____ __ ,1,0,1,0,0,0,0,0,0,0,0
______ _____ ______ 6 ______ _____ ______ ______,0,0,0,0,0,0,0,0,1,0,0
  ____ ____ ___ ____  confused_face   __ _____  (___) ,0,0,0,1,0,1,1,0,0,0,0
 __ _____ __ (_____) _____ __ wild card,0,0,0,0,0,0,0,0,0,0,1
.. _____ 120 _____ _____ _______ ____ ____,0,0,0,0,0,0,0,0,1,0,0
____ ____ ______ _ ______ ____ ___ ______ ____ ____ _____ _________,0,0,0,0,0,0,1,0,0,0,0
___ ____ ______ ___ _____ ____ _____ _____ ______ _____,0,0,0,1,1,1,0,0,0,0,0
_____ ___________ ________ ______ _____ __ _____ ____ ____.   ____ _________ ___.,0,0,0,0,0,0,0,0,0,1,0
____ | _____ ____ ____ 18 _____ _____ ______ ______ ______ ______ ________ ___ 210 ____,0,0,0,0,0,0,0,0,1,0,0
:     heavy_large_circle  ______ | _____ _____ ___________: ______ ___ ________ ______ ______ ___ 5591 ____ _______ ___ _______ ___ 21,0,0,0,0,0,0,0,0,1,0,0
_______ ___ ______ ______ _______ ____ ______ ________ ____ ____ __ _______ __ ______ __ : _____ __ ___ _____ !! .,0,0,0,0,0,0,0,0,1,0,0
______: _____ ____ _______ _____ _______ _________ _______ _ ___ ________ ________,0,0,0,0,0,0,0,0,1,0,0
____:     ________ ____ ________ _____ _______ _____ .,0,0,0,0,0,0,0,0,1,0,0
   __ ____ __ ___ ______:  ___ _________ ___ ___ _____!!!!!!!!,0,0,0,0,0,0,0,0,0,1,0
__ ______ ________ ___ _______ ______ _____ _____ _______       ,0,0,0,0,0,0,0,0,1,0,0
| _____ ______ __ ________ _______ _____ 4 ____,0,0,0,0,0,0,0,0,1,0,0
__ ____ ___ ______ _______ _____ __ _____ _  (____) ,0,0,0,0,0,0,0,0,0,1,0
______ ______: ___ _____ ___ __________ _______ __ ________ _______ __ ___ ____ ______,0,0,0,0,0,0,0,0,1,0,0
____ :- ___ _____ ___ __ ____ ____ _ ______ _____ _______ __ ____ __ ____ ______ ___ ____ ___ (___)    _______ ___ ___,0,0,0,0,0,0,0,0,0,1,0
__ ______ __ _____ __ _ _____ ___ __ _ ____ _____ ___ ___ __ ___ (___)  (___)  (___)  (___) ,0,0,0,0,0,0,1,0,0,0,0
____ ____ _____ _____ ________ ____ ______ ______ __________ __ _____ _____ _______ __ _____ ______ ,1,1,0,0,0,0,0,0,0,0,0
____ ____ __ _______ ____ ______ .... ___ ____ ___ .,0,0,0,0,0,0,0,0,0,0,1
____ ____ ________ ______ ________ ____ ___ 3____  ____ ____ ____ _____ ___ ____ ____ _______,0,0,0,0,0,0,0,0,0,1,0
___ ______: ________ _________ {___ _______} __ ____ ____ ______ _____ ______ .,0,0,0,0,0,0,0,0,1,0,0
________ _______ __ ______ _____ __ __ _____ _____ ____ _______ ____.,0,0,0,0,0,0,1,1,0,0,0
____ ___ __ _*_ ____ __ _____ __ ___ ___ ____ __ _____ ______ ____,0,0,0,0,0,0,1,0,0,0,0
     ____ __ _______. ___ ____ _____ __ ___ ____ ____ ___ ____. _________. _____ ___. _______,0,0,0,0,1,1,0,0,0,0,0
"___ ______ __ __ _______ ____ _____ _____ _______ _______ _______ ___    ____ __ _____.",1,0,0,0,0,0,0,0,0,0,0
  ___. ___ _________  (_________)  new_moon_face   __ ______ ______  fire  coffin _,0,0,0,0,0,0,0,0,0,0,1
  _____ __ ______ ______ ________ _ ____ ____ _____ __ ______    ,0,0,0,0,0,0,0,0,0,0,1
______ _____ __ :   _- ___ ____  _- ___ ____ ______ _ ____ ____   _- ___ _____ ___ _____ __ ______     ____ __ ___  (___ ___)  (___ ___)  (___ ___)  (___ ___),0,0,0,0,0,0,0,0,0,0,1
____ | _____ _____ _________: _____ 18 _____ _____ ______ ______ ______ ______ ________ ___ 210 _____ ____ _____,0,0,0,0,0,0,0,0,1,0,0
_____ _____ _______ _ _______ ___ ____ __ ____ ____ ____ _____ ___ ____ ______  (___________) ,0,0,0,0,0,1,1,0,0,0,0
_____ _____ _______ ___ ____ _______ ___ ______ _____ ___  (_____) ,0,0,0,0,1,1,0,0,0,0,0
___ _______ ______ _______ _____ ____ ___4000 __ ________ _______,0,0,0,0,0,0,0,0,1,0,0
_____ _______ smiledman ______ _____ __ ____ ____ __ ______ .. _____ ______ ______ ____ ______ _ ____ ___ ____,0,0,0,1,1,0,1,0,0,0,0
____ _______ __ ____ __ ___ ______ __________ __ ______ ______ ______ .,0,0,0,0,0,0,0,0,1,1,0
   ______ _____ __ _____ ______ ___ ____ __ _____,0,0,0,0,0,0,0,0,0,0,1
_____ ____ ___ _____ ______ ____ _____ ___ _____ _______ ______ ____ ______ _____ __ ______ (_________) ,0,0,0,0,0,1,0,0,0,0,0
